2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 11:17:23 INFO SC016 (TO: TO_CO_TFTU000239, CO: CO_TFTU000239, DROP) working at WS001.01; 60 s
2024-11-14 11:17:27 INFO SC014 (TO: TO_CO_TFTU000188, CO: CO_TFTU000188, DROP) finished at WS015.01
2024-11-14 11:17:27 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, PICK) driving to QC005; 133 s; 736343 mm
2024-11-14 11:17:33 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, PICK) working at QC007; 60 s
2024-11-14 11:17:34 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, DROP) working at WS012.01; 60 s
2024-11-14 11:17:35 INFO SC020 (TO: TO_CO_TFTU000235, CO: CO_TFTU000235, DROP) working at WS001.01; 60 s
2024-11-14 11:17:44 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, DROP) working at WS015.01; 60 s
2024-11-14 11:17:51 INFO SC013 (TO: TO_CO_TFTU000241, CO: CO_TFTU000241, DROP) working at WS009.01; 60 s
2024-11-14 11:17:52 INFO SC002 (TO: TO_CO_TFTU000050, CO: CO_TFTU000050, PICK) finished at QC007
2024-11-14 11:17:52 INFO SC002 (TO: TO_CO_TFTU000050, CO: CO_TFTU000050, DROP) driving to WS015.01; 169 s; 936377 mm
2024-11-14 11:17:59 INFO SC010 (TO: TO_CO_TFTU000238, CO: CO_TFTU000238, PICK) finished at QC005
2024-11-14 11:17:59 INFO SC010 (TO: TO_CO_TFTU000238, CO: CO_TFTU000238, DROP) driving to WS004.01; 52 s; 286343 mm
2024-11-14 11:17:59 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, PICK) waited at QC005; 76 s
2024-11-14 11:17:59 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, PICK) working at QC005; 60 s
2024-11-14 11:18:00 INFO SC004 (TO: TO_CO_TFTU000234, CO: CO_TFTU000234, DROP) finished at WS003.01
2024-11-14 11:18:00 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:18:11 INFO SC006 (TO: TO_CO_TFTU000228, CO: CO_TFTU000228, PICK) finished at QC005
2024-11-14 11:18:11 INFO SC006 (TO: TO_CO_TFTU000228, CO: CO_TFTU000228, DROP) driving to WS014.01; 124 s; 686343 mm
2024-11-14 11:18:11 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, PICK) waited at QC005; 25 s
2024-11-14 11:18:11 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, PICK) working at QC005; 60 s
2024-11-14 11:18:23 INFO SC016 (TO: TO_CO_TFTU000239, CO: CO_TFTU000239, DROP) finished at WS001.01
2024-11-14 11:18:23 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, PICK) driving to QC003; 38 s; 210685 mm
2024-11-14 11:18:30 INFO SC015 (TO: TO_CO_TFTU000055, CO: CO_TFTU000055, PICK) working at QC007; 60 s
2024-11-14 11:18:31 INFO SC011 (TO: TO_CO_TFTU000185, CO: CO_TFTU000185, DROP) working at WS015.01; 60 s
2024-11-14 11:18:33 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, PICK) finished at QC007
2024-11-14 11:18:33 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, DROP) driving to WS002.01; 70 s; 386377 mm
2024-11-14 11:18:34 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, DROP) finished at WS012.01
2024-11-14 11:18:34 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, PICK) driving to QC007; 142 s; 786377 mm
2024-11-14 11:18:35 INFO SC020 (TO: TO_CO_TFTU000235, CO: CO_TFTU000235, DROP) finished at WS001.01
2024-11-14 11:18:35 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, PICK) driving to QC005; 25 s; 136343 mm
2024-11-14 11:18:44 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, DROP) finished at WS015.01
2024-11-14 11:18:44 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, PICK) driving to QC006; 151 s; 836787 mm
2024-11-14 11:18:50 INFO SC010 (TO: TO_CO_TFTU000238, CO: CO_TFTU000238, DROP) working at WS004.01; 60 s
2024-11-14 11:18:51 INFO SC013 (TO: TO_CO_TFTU000241, CO: CO_TFTU000241, DROP) finished at WS009.01
2024-11-14 11:18:51 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, PICK) driving to QC007; 115 s; 636377 mm
2024-11-14 11:18:53 INFO SC001 (TO: TO_CO_TFTU000246, CO: CO_TFTU000246, PICK) working at QC004; 60 s
2024-11-14 11:18:59 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, PICK) finished at QC005
2024-11-14 11:18:59 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, DROP) driving to WS014.01; 124 s; 686343 mm
2024-11-14 11:18:59 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, PICK) waited at QC005; 32 s
2024-11-14 11:18:59 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, PICK) working at QC005; 60 s
2024-11-14 11:19:01 INFO SC012 (TO: TO_CO_TFTU000044, CO: CO_TFTU000044, PICK) working at QC007; 60 s
2024-11-14 11:19:01 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, PICK) working at QC003; 60 s
2024-11-14 11:19:09 INFO SC007 (TO: TO_CO_TFTU000108, CO: CO_TFTU000108, PICK) working at QC006; 60 s
2024-11-14 11:19:11 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, PICK) finished at QC005
2024-11-14 11:19:11 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:19:11 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, PICK) waited at QC005; 28 s
2024-11-14 11:19:11 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, PICK) working at QC005; 60 s
2024-11-14 11:19:29 INFO SC009 (TO: TO_CO_TFTU000178, CO: CO_TFTU000178, PICK) working at QC006; 60 s
2024-11-14 11:19:30 INFO SC015 (TO: TO_CO_TFTU000055, CO: CO_TFTU000055, PICK) finished at QC007
2024-11-14 11:19:30 INFO SC015 (TO: TO_CO_TFTU000055, CO: CO_TFTU000055, DROP) driving to WS015.01; 169 s; 936377 mm
2024-11-14 11:19:31 INFO SC011 (TO: TO_CO_TFTU000185, CO: CO_TFTU000185, DROP) finished at WS015.01
2024-11-14 11:19:31 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, PICK) driving to QC007; 169 s; 936377 mm
2024-11-14 11:19:43 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, DROP) working at WS002.01; 60 s
2024-11-14 11:19:50 INFO SC010 (TO: TO_CO_TFTU000238, CO: CO_TFTU000238, DROP) finished at WS004.01
2024-11-14 11:19:50 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, PICK) driving to QC007; 88 s; 486377 mm
2024-11-14 11:19:53 INFO SC001 (TO: TO_CO_TFTU000246, CO: CO_TFTU000246, PICK) finished at QC004
2024-11-14 11:19:53 INFO SC001 (TO: TO_CO_TFTU000246, CO: CO_TFTU000246, DROP) driving to YARD001.27; 17 s; 92176 mm
2024-11-14 11:19:54 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, DROP) working at WS003.01; 60 s
2024-11-14 11:19:59 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, PICK) finished at QC005
2024-11-14 11:19:59 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, DROP) driving to YARD001.38; 15 s; 82193 mm
2024-11-14 11:19:59 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, PICK) waited at QC005; 59 s
2024-11-14 11:19:59 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, PICK) working at QC005; 60 s
2024-11-14 11:20:01 INFO SC012 (TO: TO_CO_TFTU000044, CO: CO_TFTU000044, PICK) finished at QC007
2024-11-14 11:20:01 INFO SC012 (TO: TO_CO_TFTU000044, CO: CO_TFTU000044, DROP) driving to WS015.01; 169 s; 936377 mm
2024-11-14 11:20:01 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, PICK) finished at QC003
2024-11-14 11:20:01 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, DROP) driving to YARD001.26; 15 s; 82657 mm
2024-11-14 11:20:09 INFO SC007 (TO: TO_CO_TFTU000108, CO: CO_TFTU000108, PICK) finished at QC006
2024-11-14 11:20:09 INFO SC007 (TO: TO_CO_TFTU000108, CO: CO_TFTU000108, DROP) driving to WS016.01; 160 s; 886787 mm
2024-11-14 11:20:10 INFO SC001 (TO: TO_CO_TFTU000246, CO: CO_TFTU000246, DROP) working at YARD001.27; 60 s
2024-11-14 11:20:12 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, PICK) finished at QC005
2024-11-14 11:20:12 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, DROP) driving to YARD001.25; 38 s; 212193 mm
2024-11-14 11:20:12 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, PICK) waited at QC005; 32 s
2024-11-14 11:20:12 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, PICK) working at QC005; 60 s
2024-11-14 11:20:14 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, DROP) working at YARD001.38; 60 s
2024-11-14 11:20:14 INFO SC006 (TO: TO_CO_TFTU000228, CO: CO_TFTU000228, DROP) working at WS014.01; 60 s
2024-11-14 11:20:16 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, DROP) working at YARD001.26; 60 s
2024-11-14 11:20:29 INFO SC009 (TO: TO_CO_TFTU000178, CO: CO_TFTU000178, PICK) finished at QC006
2024-11-14 11:20:29 INFO SC009 (TO: TO_CO_TFTU000178, CO: CO_TFTU000178, DROP) driving to WS017.01; 169 s; 936787 mm
2024-11-14 11:20:41 INFO SC002 (TO: TO_CO_TFTU000050, CO: CO_TFTU000050, DROP) working at WS015.01; 60 s
2024-11-14 11:20:43 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, DROP) finished at WS002.01
2024-11-14 11:20:43 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, PICK) driving to QC007; 70 s; 386377 mm
2024-11-14 11:20:46 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, PICK) working at QC007; 60 s
2024-11-14 11:20:50 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, DROP) working at YARD001.25; 60 s
2024-11-14 11:20:54 INFO SC018 (TO: TO_CO_TFTU000242, CO: CO_TFTU000242, DROP) finished at WS003.01
2024-11-14 11:20:54 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:20:56 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, PICK) working at QC007; 60 s
2024-11-14 11:21:00 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, PICK) finished at QC005
2024-11-14 11:21:00 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, DROP) driving to YARD001.21; 45 s; 252193 mm
2024-11-14 11:21:02 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, DROP) working at WS014.01; 60 s
2024-11-14 11:21:10 INFO SC001 (TO: TO_CO_TFTU000246, CO: CO_TFTU000246, DROP) finished at YARD001.27
2024-11-14 11:21:10 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, PICK) driving to QC004; 17 s; 92176 mm
2024-11-14 11:21:12 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, PICK) finished at QC005
2024-11-14 11:21:12 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, DROP) driving to WS007.01; 61 s; 336343 mm
2024-11-14 11:21:14 INFO SC005 (TO: TO_CO_TFTU000248, CO: CO_TFTU000248, DROP) finished at YARD001.38
2024-11-14 11:21:14 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, PICK) driving to QC006; 33 s; 182637 mm
2024-11-14 11:21:14 INFO SC006 (TO: TO_CO_TFTU000228, CO: CO_TFTU000228, DROP) finished at WS014.01
2024-11-14 11:21:14 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:21:15 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, PICK) working at QC006; 60 s
2024-11-14 11:21:16 INFO SC016 (TO: TO_CO_TFTU000244, CO: CO_TFTU000244, DROP) finished at YARD001.26
2024-11-14 11:21:16 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, PICK) driving to QC005; 36 s; 202193 mm
2024-11-14 11:21:27 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, PICK) working at QC004; 60 s
2024-11-14 11:21:37 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, PICK) working at QC005; 60 s
2024-11-14 11:21:41 INFO SC002 (TO: TO_CO_TFTU000050, CO: CO_TFTU000050, DROP) finished at WS015.01
2024-11-14 11:21:41 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, PICK) driving to QC005; 133 s; 736343 mm
2024-11-14 11:21:45 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, DROP) working at YARD001.21; 60 s
2024-11-14 11:21:46 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, PICK) finished at QC007
2024-11-14 11:21:46 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, DROP) driving to WS016.01; 178 s; 986377 mm
2024-11-14 11:21:46 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, PICK) waited at QC007; 28 s
2024-11-14 11:21:46 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, PICK) working at QC007; 60 s
2024-11-14 11:21:47 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, PICK) working at QC006; 60 s
2024-11-14 11:21:50 INFO SC004 (TO: TO_CO_TFTU000251, CO: CO_TFTU000251, DROP) finished at YARD001.25
2024-11-14 11:21:50 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, PICK) driving to QC004; 20 s; 112176 mm
2024-11-14 11:21:53 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, PICK) working at QC005; 61 s
2024-11-14 11:21:56 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, PICK) finished at QC007
2024-11-14 11:21:56 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, DROP) driving to WS014.01; 160 s; 886377 mm
2024-11-14 11:21:56 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, PICK) waited at QC007; 3 s
2024-11-14 11:21:56 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, PICK) working at QC007; 60 s
2024-11-14 11:22:02 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, DROP) finished at WS014.01
2024-11-14 11:22:02 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:22:10 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, PICK) working at QC004; 60 s
2024-11-14 11:22:13 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, DROP) working at WS007.01; 60 s
2024-11-14 11:22:15 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, PICK) finished at QC006
2024-11-14 11:22:15 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, DROP) driving to YARD001.36; 36 s; 202637 mm
2024-11-14 11:22:19 INFO SC015 (TO: TO_CO_TFTU000055, CO: CO_TFTU000055, DROP) working at WS015.01; 60 s
2024-11-14 11:22:27 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, PICK) finished at QC004
2024-11-14 11:22:27 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, DROP) driving to WS004.01; 47 s; 261202 mm
2024-11-14 11:22:37 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, PICK) finished at QC005
2024-11-14 11:22:37 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, DROP) driving to WS007.01; 61 s; 336343 mm
2024-11-14 11:22:45 INFO SC020 (TO: TO_CO_TFTU000247, CO: CO_TFTU000247, DROP) finished at YARD001.21
2024-11-14 11:22:45 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, PICK) driving to QC003; 9 s; 52693 mm
2024-11-14 11:22:47 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, PICK) finished at QC007
2024-11-14 11:22:47 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, DROP) driving to WS016.01; 178 s; 986377 mm
2024-11-14 11:22:47 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, PICK) waited at QC007; 27 s
2024-11-14 11:22:47 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, PICK) working at QC007; 60 s
2024-11-14 11:22:47 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, PICK) finished at QC006
2024-11-14 11:22:47 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, DROP) driving to YARD001.26; 54 s; 302637 mm
2024-11-14 11:22:49 INFO SC007 (TO: TO_CO_TFTU000108, CO: CO_TFTU000108, DROP) working at WS016.01; 60 s
2024-11-14 11:22:50 INFO SC012 (TO: TO_CO_TFTU000044, CO: CO_TFTU000044, DROP) working at WS015.01; 60 s
2024-11-14 11:22:52 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, DROP) working at YARD001.36; 61 s
2024-11-14 11:22:53 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, PICK) finished at QC005
2024-11-14 11:22:53 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, DROP) driving to WS001.01; 25 s; 136343 mm
2024-11-14 11:22:55 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, PICK) working at QC003; 61 s
2024-11-14 11:22:57 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, PICK) finished at QC007
2024-11-14 11:22:57 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, DROP) driving to WS012.01; 142 s; 786377 mm
2024-11-14 11:23:10 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, PICK) finished at QC004
2024-11-14 11:23:10 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, DROP) driving to YARD001.21; 27 s; 152176 mm
2024-11-14 11:23:13 INFO SC014 (TO: TO_CO_TFTU000250, CO: CO_TFTU000250, DROP) finished at WS007.01
2024-11-14 11:23:13 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, PICK) driving to QC005; 61 s; 336343 mm
2024-11-14 11:23:14 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, DROP) working at WS004.01; 60 s
2024-11-14 11:23:18 INFO SC009 (TO: TO_CO_TFTU000178, CO: CO_TFTU000178, DROP) working at WS017.01; 60 s
2024-11-14 11:23:18 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, PICK) working at QC005; 60 s
2024-11-14 11:23:18 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, DROP) working at WS001.01; 60 s
2024-11-14 11:23:19 INFO SC015 (TO: TO_CO_TFTU000055, CO: CO_TFTU000055, DROP) finished at WS015.01
2024-11-14 11:23:19 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, PICK) driving to QC007; 169 s; 936377 mm
2024-11-14 11:23:38 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, DROP) working at YARD001.21; 61 s
2024-11-14 11:23:38 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, DROP) working at WS007.01; 60 s
2024-11-14 11:23:42 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, DROP) working at YARD001.26; 61 s
2024-11-14 11:23:47 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, PICK) finished at QC007
2024-11-14 11:23:47 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, DROP) driving to WS016.01; 178 s; 986377 mm
2024-11-14 11:23:49 INFO SC007 (TO: TO_CO_TFTU000108, CO: CO_TFTU000108, DROP) finished at WS016.01
2024-11-14 11:23:49 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, PICK) driving to QC005; 142 s; 786343 mm
2024-11-14 11:23:50 INFO SC012 (TO: TO_CO_TFTU000044, CO: CO_TFTU000044, DROP) finished at WS015.01
2024-11-14 11:23:50 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, PICK) driving to QC004; 128 s; 711202 mm
2024-11-14 11:23:52 INFO SC017 (TO: TO_CO_TFTU000257, CO: CO_TFTU000257, DROP) finished at YARD001.36
2024-11-14 11:23:52 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, PICK) driving to QC005; 18 s; 102193 mm
2024-11-14 11:23:54 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, PICK) working at QC005; 60 s
2024-11-14 11:23:55 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, PICK) finished at QC003
2024-11-14 11:23:55 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, DROP) driving to YARD001.31; 24 s; 132657 mm
2024-11-14 11:24:14 INFO SC001 (TO: TO_CO_TFTU000245, CO: CO_TFTU000245, DROP) finished at WS004.01
2024-11-14 11:24:14 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, PICK) driving to QC006; 70 s; 386787 mm
2024-11-14 11:24:18 INFO SC009 (TO: TO_CO_TFTU000178, CO: CO_TFTU000178, DROP) finished at WS017.01
2024-11-14 11:24:18 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, PICK) driving to QC006; 169 s; 936787 mm
2024-11-14 11:24:18 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, PICK) finished at QC005
2024-11-14 11:24:18 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, DROP) driving to WS002.01; 34 s; 186343 mm
2024-11-14 11:24:18 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, PICK) waited at QC005; 12 s
2024-11-14 11:24:18 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, PICK) working at QC005; 60 s
2024-11-14 11:24:18 INFO SC016 (TO: TO_CO_TFTU000253, CO: CO_TFTU000253, DROP) finished at WS001.01
2024-11-14 11:24:18 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, PICK) driving to QC006; 43 s; 236787 mm
2024-11-14 11:24:19 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, DROP) working at YARD001.31; 60 s
2024-11-14 11:24:36 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, DROP) working at WS014.01; 60 s
2024-11-14 11:24:38 INFO SC004 (TO: TO_CO_TFTU000254, CO: CO_TFTU000254, DROP) finished at YARD001.21
2024-11-14 11:24:38 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, PICK) driving to QC001; 24 s; 132657 mm
2024-11-14 11:24:38 INFO SC018 (TO: TO_CO_TFTU000232, CO: CO_TFTU000232, DROP) finished at WS007.01
2024-11-14 11:24:38 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, PICK) driving to QC005; 61 s; 336343 mm
2024-11-14 11:24:42 INFO SC005 (TO: TO_CO_TFTU000260, CO: CO_TFTU000260, DROP) finished at YARD001.26
2024-11-14 11:24:44 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, DROP) working at WS016.01; 60 s
2024-11-14 11:24:52 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, PICK) driving to QC003; 15 s; 82657 mm
2024-11-14 11:24:52 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, DROP) working at WS002.01; 60 s
2024-11-14 11:24:54 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, PICK) finished at QC005
2024-11-14 11:24:54 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, DROP) driving to WS017.01; 151 s; 836343 mm
2024-11-14 11:24:54 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, PICK) waited at QC005; 43 s
2024-11-14 11:24:54 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, PICK) working at QC005; 61 s
2024-11-14 11:25:01 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, PICK) working at QC006; 60 s
2024-11-14 11:25:02 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, PICK) working at QC001; 60 s
2024-11-14 11:25:05 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, PICK) working at QC003; 60 s
2024-11-14 11:25:18 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, DROP) working at WS012.01; 60 s
2024-11-14 11:25:19 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, PICK) finished at QC005
2024-11-14 11:25:19 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, DROP) driving to WS017.01; 151 s; 836343 mm
2024-11-14 11:25:19 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, PICK) waited at QC005; 65 s
2024-11-14 11:25:19 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, PICK) working at QC005; 60 s
2024-11-14 11:25:19 INFO SC020 (TO: TO_CO_TFTU000252, CO: CO_TFTU000252, DROP) finished at YARD001.31
2024-11-14 11:25:19 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, PICK) driving to QC005; 27 s; 152193 mm
2024-11-14 11:25:24 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, PICK) working at QC006; 60 s
2024-11-14 11:25:36 INFO SC003 (TO: TO_CO_TFTU000183, CO: CO_TFTU000183, DROP) finished at WS014.01
2024-11-14 11:25:36 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:25:44 INFO SC013 (TO: TO_CO_TFTU000060, CO: CO_TFTU000060, DROP) finished at WS016.01
